listing_id,Agent,sold_price,street_number,street_name,suburb,postcode,state,Municipality,Lister,property_type,bedrooms,NumberBathrooms,bathrooms,toilets,buildingsize,landsize,garages,carports,AirConditioning,AlarmSystem,TennisCourt,sold_date,year_built,longitude,latitude
127683334,BWAATM,500000,309/135,Roden Street,West Melbourne,3003,Vic,,,Residential,2,0,1,,5.81251163,61.0,1.0,,0,0,0,2018-02-22,,144.947598,-37.808358
127683466,OTXKLX,390000,30,Quail Crescent,Melton,3337,Vic,,,Residential,3,0,1,1.0,14.0,582.0,2.0,0.0,0,0,0,2018-02-22,,144.572619,-37.678940000000004
127685034,OQLHMN,590000,7,Judith Street,Dromana,3936,Vic,,,Residential,3,0,1,,9.25696296,556.0,,1.0,0,0,0,2018-02-22,,144.966626,-38.337022999999995
127685586,XXURDR,800000,19,Gardenia way,Caroline Springs,3023,Vic,,,Residential,4,0,2,3.0,4.84375969,820.0,4.0,2.0,0,0,0,2018-02-22,,144.73553,-37.722488
127685682,BDIFYG,630000,20,Kooyong Way,Craigieburn,3064,Vic,,,Residential,4,0,2,2.0,22.92712919,568.0,2.0,2.0,0,0,0,2018-02-22,,144.92897299999998,-37.58296
127685706,RXYFKC,850000,7,Aitken Crescent,Kinglake,3763,Vic,,,Residential,4,0,2,3.0,40.0,10117.141056,4.0,2.0,0,0,0,2018-02-22,,145.341207,-37.529683
127686714,LSTQSH,730000,3088,Frankston-Flinders Road,Balnarring,3926,Vic,,,Residential,4,0,1,1.0,14.0,1077.0,2.0,0.0,0,0,0,2018-02-23,,145.119901,-38.373517
127687082,LSTQSH,750000,2/24,Spray Street,Mornington,3931,Vic,,,Residential,3,0,2,,14.0,317.0,2.0,0.0,0,0,0,2018-02-23,,145.0445,-38.227525
127687086,LSTQSH,2300000,674a,Esplanade,Mornington,3931,Vic,,,Residential,3,0,2,,28.6,440.0,2.0,0.0,0,0,0,2018-02-23,,145.027639,-38.232692
127687446,XEJTLA,450000,1/5,Elgin Close,Hillside,3037,Vic,,,Residential,3,0,2,2.0,13.23960981,304.0,1.0,0.0,0,0,0,2018-02-23,,144.748919,-37.702296000000004
127688806,XNWCOL,700000,8,Vine Close,Point Cook,3030,Vic,,,Residential,2,0,2,,2.36806029,204.386688,,1.0,0,0,0,2018-02-23,,144.745611,-37.906566999999995
127689126,EGFENQ,600000,5,Augusta Crescent,Frankston,3199,Vic,Frankston City,,Residential,3,0,2,3.0,25.0,479.0,2.0,,0,0,0,2018-02-23,,145.135304,-38.128068
127690358,LSTQSH,1500000,40,Menzies Close,Frankston South,3199,Vic,,,Residential,2,0,2,,28.0,292.0,1.0,0.0,0,0,0,2018-02-23,,145.10786299999998,-38.155263
127690798,GRJYOC,460000,51,Cherrington Avenue,Officer,3809,Vic,,,Residential,3,0,2,2.0,17.43753488,261.0,1.0,0.0,0,0,0,2018-02-23,,145.398459,-38.06199
127690886,XRWTHO,500000,9,Bangalay Rise,Wollert,3750,Vic,,,Residential,3,0,2,2.0,18.0833695,336.0,2.0,0.0,0,0,0,2018-02-23,,145.034084,-37.611567
127691754,POIFVV,375000,1/67,Gamalite Drive,Melton West,3337,Vic,,,Residential,3,0,2,2.0,17.0,510.0,1.0,,0,0,0,2018-02-23,,144.565458,-37.665245
127692270,BRQGFY,600000,1/292,CUMBERLAND ROAD,Pascoe Vale,3044,Vic,,,Residential,3,0,1,1.0,10.54863221,242.0,1.0,0.0,0,0,0,2018-02-23,,144.941402,-37.716315
127692850,XMIMEL,450000,108/264,Drummond Street,Carlton,3053,Vic,,,Residential,1,0,1,0.0,5.48959431,59.0,1.0,0.0,0,0,0,2018-02-23,,144.969132,-37.799812
127693334,VFLTYD,629000,19,Princess Maria Place,Hampton Park,3976,Vic,,,Residential,3,0,2,2.0,13.88544444,678.0,2.0,0.0,0,0,0,2018-02-23,,145.265598,-38.037379
127697578,GRMNAA,1050000,9-10,Hilton Court,Narre Warren North,3804,Vic,,,Residential,5,0,2,2.0,24.97227217,4514.0,2.0,2.0,0,0,0,2018-02-24,,145.308716,-37.9873
127697582,GRMNAA,620000,44,Sherwood Road,Narre Warren South,3805,Vic,,,Residential,4,0,2,2.0,16.36222022,528.0,2.0,0.0,0,0,0,2018-02-24,,145.285215,-38.063955
127697978,KZFJSS,645000,47,Aspire Boulevard,Plumpton,3335,Vic,,,Residential,4,0,2,2.0,34.99885472,511.0,2.0,0.0,0,0,0,2018-02-24,,144.727025,-37.697942
127698418,OQLHMN,590000,92,Sunset Views Boulevard,Tarneit,3029,Vic,,,Residential,4,0,2,,30.13894917,518.0,,2.0,0,0,0,2018-02-24,,144.696102,-37.840861
127698986,OTKPEP,700000,8,Silky Oak Grove,Sunbury,3429,Vic,,,Residential,4,0,2,0.0,25.833385,676.0,2.0,0.0,0,0,0,2018-02-24,,144.72516000000002,-37.590529
127699082,OQLHMN,680000,21,Elsie Avenue,Seaford,3198,Vic,,,Residential,3,0,1,,13.0243316,544.0,,2.0,0,0,0,2018-02-25,,145.129392,-38.112658
127701010,XMZDNM,685000,9,Gardenia Court,Narre Warren South,3805,Vic,,,Residential,4,0,2,0.0,17.99618183,674.0,2.0,0.0,0,0,0,2018-02-26,,145.31378899999999,-38.059712
127701014,XMZDNM,500000,14,Fleuve Rise,Clyde North,3978,Vic,,,Residential,3,0,2,0.0,18.94448233,312.0,2.0,0.0,0,0,0,2018-02-26,,145.324568,-38.116454
127702238,CIXPIU,650000,32,Harmony Drive,South Morang,3752,Vic,Whittlesea City Council,,Residential,4,0,2,2.0,20.0,481.0,2.0,,0,0,0,2018-02-26,,145.08252199999998,-37.631271000000005
127703046,MGZNSH,455000,61,Seagrass Crescent ,Point Cook,3030,Vic,,,Residential,2,0,1,,11.98669064,120.0,1.0,,0,0,0,2018-02-26,,144.719293,-37.908749
127703054,MGZNSH,1000000,18,Wattle Avenue ,Werribee,3030,Vic,,,Residential,3,0,1,,18.94448233,1329.0,1.0,,0,0,0,2018-02-26,,144.67193400000002,-37.900814000000004
127703058,MGZNSH,850000,15,Raemur Court,Hoppers Crossing,3029,Vic,,,Residential,4,0,2,,22.97449039,1474.0,1.0,,0,0,0,2018-02-26,,144.707313,-37.877359000000006
127703194,OQLHMN,450000,20A,Kenny Street,Westmeadows,3049,Vic,,,Residential,2,0,1,,11.08682773,322.0,,1.0,0,0,0,2018-02-26,,144.902292,-37.675728
127703330,EIHBNG,365000,304/211,Dorcas Street,South Melbourne,3205,Vic,South Melbourne,,Residential,1,0,1,,4.84375969,50.0,1.0,,0,0,0,2018-02-26,,144.96203400000002,-37.832859
127703530,ELBMEL,545000,811/228,A'BECKETT STREET,Melbourne,3000,Vic,,,Residential,2,0,2,,7.6423764,75.0,0.0,0.0,0,0,0,2018-02-26,,144.956408,-37.810067
127703906,MGZNSH,550000,11,Hollows Circuit ,Tarneit,3029,Vic,,,Residential,4,0,2,,26.90977604,573.0,2.0,,0,0,0,2018-02-26,,144.656077,-37.86455
127704206,XSLPAK,520000,26,Grice Quadrant,Pakenham,3810,Vic,,,Residential,4,0,2,2.0,20.45142979,712.0,2.0,0.0,0,0,0,2018-02-26,,145.475801,-38.081728999999996
127704630,NEIIJH,390000,2/2,Johnston Avenue,Eumemmerring,3177,Vic,,,Residential,2,0,2,2.0,10.0,175.0,1.0,,0,0,0,2018-02-26,,145.243942,-38.001926
127707254,MGZNSH,600000,23,Delmont Street,Werribee,3030,Vic,,,Residential,4,0,2,,21.95837725,1012.0,5.0,,0,0,0,2018-02-26,,144.639782,-37.913149
127707298,MGZNSH,950000,462 ,Duncans Road,Werribee South,3030,Vic,,,Residential,5,0,3,,33.90631781,1489.0,3.0,,0,0,0,2018-02-26,,144.70047399999999,-37.921197
127708682,XRWXJD,530000,4,Islington Avenue,Cranbourne North,3977,Vic,,,Residential,4,0,2,2.0,18.29864771,468.0,2.0,0.0,0,0,0,2018-07-09,,145.289081,-38.069949
127709614,MCDHUR,2600000,1135,Arthurs Creek Road,Arthurs Creek,3099,Vic,,,Residential,4,0,2,3.0,38.0,609100.0,4.0,0.0,0,0,0,2018-02-26,,145.176812,-37.575520000000004
127710286,QOXKMA,550000,49,RIVIERA DRIVE,Hillside,3037,Vic,,,Residential,3,0,2,3.0,21.26410503,377.0,2.0,0.0,0,0,0,2018-02-26,,144.726411,-37.691208
127710306,JHGILY,520000,23,Coogee Avenue,Frankston,3199,Vic,,,Residential,3,0,1,1.0,11.0,785.0,1.0,0.0,0,0,0,2018-02-26,1965.0,145.139854,-38.159519
127710554,OQLHMN,750000,20,Ambiance Crescent,Narre Warren South,3805,Vic,,,Residential,5,0,2,,30.78478379,624.0,,2.0,0,0,0,2018-02-26,,145.32034199999998,-38.072115000000004
127712182,DKEPGM,471700,Lot 1456,Thornhill Park Estate,Rockbank,3335,Vic,,,Residential,4,0,2,2.0,20.0,350.0,2.0,,0,0,0,2018-02-27,,144.67070880000003,-37.735358399999996
127713658,BDIFYG,550000,6,Glacier Street,Craigieburn,3064,Vic,,,Residential,4,0,2,2.0,2.26042119,448.0,2.0,,0,0,0,2018-02-27,,144.903187,-37.603371
127715750,OQLHMN,530000,21,Equine Circuit,Melton South,3338,Vic,,,Residential,5,0,2,,24.97227217,639.0,,2.0,0,0,0,2018-02-27,,144.574174,-37.719041
127715934,GMCXZA,480000,21/42A,Byron Street,Footscray,3011,Vic,,,Residential,3,0,1,2.0,9.76071397,90.68,1.0,0.0,0,0,0,2018-02-27,,144.901731,-37.799135
127717034,MCIOJO,1250000,18,Berkeley Court,Mount Eliza,3930,Vic,,,Residential,4,0,3,,22.0003565,3509.0,0.0,2.0,0,0,0,2018-02-27,,145.103971,-38.179672
127719106,GRJYOC,570000,7,Jazz Court,Pakenham,3810,Vic,,,Residential,4,0,2,2.0,29.17019723,544.0,2.0,0.0,0,0,0,2018-02-27,,145.479288,-38.090012
127720082,FYSQXK,430000,505,Edenvale Boulevard,Wollert,3750,Vic,,,Residential,2,0,2,3.0,15.57968394,140.0,1.0,,0,0,0,2018-02-27,,145.013195,-37.618705
127720990,VQMJCF,630000,14,Mittagong Court,Berwick,3806,Vic,,,Residential,3,0,2,0.0,17.32989577,677.0,4.0,0.0,0,0,0,2018-02-27,,145.327446,-38.014696
127721186,GNSTWK,640000,7,Madison Place,Officer,3809,Vic,,,Residential,4,0,2,2.0,3.12153402,576.0,0.0,0.0,0,0,0,2018-02-27,,145.424152,-38.067136
127722394,JHGILY,320000,2/34,Petrie Street,Frankston,3199,Vic,,,Residential,2,0,1,1.0,7.53473729,125.36,0.0,1.0,0,0,0,2018-02-27,,145.131173,-38.139249
127722466,JHGILY,295000,4/34,Petrie Street,Frankston,3199,Vic,,,Residential,2,0,1,1.0,7.53473729,172.0,0.0,0.0,0,0,0,2018-02-27,,145.131173,-38.139249
127722870,JHGILY,290000,5/33,Dandenong East Road,Frankston,3199,Vic,,,Residential,2,0,1,1.0,8.71876744,159.0,0.0,0.0,0,0,0,2018-02-27,,145.12246389999999,-38.141399299999996
127723062,ABGXLZ,660000,12,Vedro Road,Craigieburn,3064,Vic,,,Residential,4,0,2,3.0,36.74045543,526.0,2.0,0.0,0,0,0,2018-02-27,,144.894689,-37.59768
127723510,PRGTIK,600000,1,Diadem Way,Williams Landing,3027,Vic,,,Residential,4,0,2,,22.30282238,445.0,2.0,0.0,0,0,0,2018-02-27,,144.753016,-37.858090000000004
127723726,XNWCOL,350000,161,Paces Lane,Rowsley,3340,Vic,,,Residential,3,0,3,,2.36806029,204.386688,,2.0,0,0,0,2018-02-27,,144.382522,-37.716471999999996
127725270,JHGILY,295000,1/34,Petrie Street,Frankston,3199,Vic,,,Residential,2,0,1,1.0,7.53473729,172.0,0.0,0.0,0,0,0,2018-02-28,,145.131173,-38.139249
127726030,XHSBLB,1350000,5,Maxwell Street,Blairgowrie,3942,Vic,,,Residential,3,0,2,,22.81949008,823.0,2.0,0.0,0,0,0,2018-02-28,,144.775413,-38.363119
127727082,XRWBUE,1090000,3,Winterhill Link,Bundoora,3083,Vic,,,Residential,4,0,2,0.0,33.99996383,585.0,2.0,0.0,0,0,0,2018-02-28,,145.05756399999999,-37.711622999999996
127727114,IYEXPI,699950,16,Fulton Street ,Officer,3809,Vic,Shire of Cardinia,,Residential,4,0,2,3.0,29.1,553.0,2.0,,0,0,0,2018-02-28,,145.392594,-38.067562
127727118,PVYRQD,675000,"Lot 45, 2",Philip Street,Mornington,3931,Vic,,,Residential,2,0,2,2.0,17.0,117.0,1.0,0.0,0,0,0,2018-02-28,,145.03993400000002,-38.218253000000004
127727154,XRWBUE,600000,62,Queen Street,Lalor,3075,Vic,,,Residential,3,0,2,2.0,14.99950917,250.0,1.0,0.0,0,0,0,2018-02-28,,145.031701,-37.667697
127727798,XHSBLB,775000,1,Trentham Street,Blairgowrie,3942,Vic,,,Residential,3,0,2,,17.54517398,598.0,0.0,0.0,0,0,0,2018-02-28,,144.784874,-38.373604
127729282,ELBMEL,285000,1017/408,LONSDALE STREET,Melbourne,3000,Vic,,,Residential,1,0,1,,3.98264685,48.0,0.0,0.0,0,0,0,2018-02-28,,144.960326,-37.812442
127730234,LCPSOM,2500000,231,Baxter Tooradin Road,Baxter,3911,Vic,,,Residential,3,0,2,2.0,51.0,36421.7078016,,10.0,0,0,0,2018-02-28,,145.175608,-38.199635
127730666,XBSELS,1200000,17,St Vincent Street,Caulfield East,3145,Vic,,,Residential,3,0,1,,11.30210594,375.0,0.0,2.0,0,0,0,2018-02-28,,145.045691,-37.885611
127730902,MFSMUE,850000,14,Emu Way,Narre Warren South,3805,Vic,,,Residential,4,0,2,3.0,43.9167545,636.0,2.0,,0,0,0,2018-02-28,,145.32460700000001,-38.070547
127731870,OQLHMN,600000,67,Fitzroy Street South,Altona Meadows,3028,Vic,,,Residential,3,0,2,,17.22225667,475.0,,2.0,0,0,0,2018-02-28,,144.771326,-37.869634000000005
127732782,YJQWNA,469000,13,Regal Court,Melton South,3338,Vic,,,Residential,4,0,2,2.0,14.63891817,720.0,2.0,0.0,0,0,0,2018-02-28,,144.570197,-37.718171000000005
127734138,WWEIFI,580000,11,Lusitano Way,Clyde North,3978,Vic,,,Residential,4,0,2,2.0,22.54,400.0,2.0,,0,0,0,2018-02-28,,145.32487,-38.115567999999996
127734258,XRHSUN,1300000,52,Highgrove Drive,Sunbury,3429,Vic,,,Residential,5,0,3,4.0,95.26060719,4000.0,3.0,0.0,0,0,0,2018-02-28,,144.757384,-37.562006
127734830,DBHRMN,650000,Lot 926,Walkhill Drive,Wollert,3750,Vic,,,Residential,4,0,2,,25.0,496.0,2.0,,0,0,0,2018-02-28,,145.012407,-37.615259
127735030,DBHRMN,550000,Lot 2104,Harlquin Way,Clyde North,3978,Vic,,,Residential,4,0,4,2.0,22.0,406.0,,,0,0,0,2018-02-28,,145.3266127,-38.1165309
127735586,FNJBLX,835000,26,Tiverton Drive,Mulgrave,3170,Vic,,,Residential,3,0,1,,15.0,730.0,2.0,,0,0,0,2018-02-28,,145.177638,-37.92497
127735942,DXGFPB,445000,5,Young Street,Lara,3212,Vic,,,Residential,4,0,2,1.0,18.83684323,744.0,0.0,2.0,0,0,0,2018-02-28,,144.404372,-38.015759
127736230,FNJBLX,800000,71,Albany Drive,Mulgrave,3170,Vic,,,Residential,3,0,1,,15.0,663.0,2.0,,0,0,0,2018-02-28,,145.173569,-37.926938
127737574,KXLXHM,750000,60,SEAFARER WAY,Sanctuary Lakes,3030,Vic,,,Residential,4,0,2,3.0,45.20842375,486.0,2.0,0.0,0,0,0,2018-02-28,,144.777828,-37.895658000000005
127740414,ABCCRA,561000,Lot 335,Pitfield Avenue,Cranbourne East,3977,Vic,City of Casey,,Residential,4,0,2,1.0,22.5,375.0,2.0,0.0,0,0,0,2018-03-01,,145.296076,-38.11462589999999
127741842,PAZRYE,580000,33,Fleur Ave,Tootgarook,3941,Vic,,,Residential,3,0,1,1.0,15.0,1098.0,2.0,0.0,0,0,0,2018-03-01,,144.84678200000002,-38.386412
127741950,OYGHHQ,590000,6,Manoora Terrace,Point Cook,3030,Vic,,,Residential,4,0,2,0.0,24.0,448.0,2.0,0.0,0,0,0,2018-03-01,,144.754921,-37.905574
127742402,JEQVOA,1100000,29 ,Millpond Drive,Point Cook,3030,Vic,,,Residential,4,0,2,,50.50749685,544.0,2.0,,0,0,0,2018-03-01,,144.72454199999999,-37.903846
127742638,OQLHMN,380000,8,Tern Court,Melton,3337,Vic,,,Residential,3,0,1,,15.6076701,586.0,,2.0,0,0,0,2018-03-01,,144.573775,-37.676561
127743902,KJONKL,735000,3,Oleander Drive,Hoppers Crossing,3029,Vic,,,Residential,4,0,2,3.0,38.0,740.0,2.0,0.0,0,0,0,2018-03-01,,144.672377,-37.868247
127744702,KNNHDO,707500,2047,Hines Way,Braybrook,3019,Vic,Maribyrnong,,Residential,3,0,2,1.0,15.500031,155.0,1.0,,0,0,0,2018-03-01,,144.85710980000002,-37.78053870000001
127745174,XMIMEL,650000,1109/26,Southgate Avenue,Southbank,3006,Vic,,,Residential,1,0,1,0.0,6.35070715,66.0,1.0,0.0,0,0,0,2018-03-01,,144.96708999999998,-37.820398
127746986,XRWBUE,380000,25,Silverash Drive,Bundoora,3083,Vic,,,Residential,2,0,2,2.0,10.76391042,92.0,0.0,1.0,0,0,0,2018-03-01,,145.056353,-37.678014000000005
127747406,LCPSOM,550000,23,Barcoo Street,Hastings,3915,Vic,,,Residential,4,0,2,2.0,17.0,375.0,2.0,,0,0,0,2018-03-01,,145.178732,-38.297746000000004
127747974,ABWLJH,630000,5,Bowen Street,Woodend,3442,Vic,,,Residential,3,0,1,,10.78,1019.0,2.0,,0,0,0,2018-03-01,,144.534,-37.362048
127749038,OQLHMN,720000,17,Arthur Street,Dromana,3936,Vic,,,Residential,4,0,1,,18.83684323,620.0,,4.0,0,0,0,2018-03-01,,144.96326000000002,-38.335958000000005
127749078,DAJFRB,895000,16,Meribah Close,Mornington,3931,Vic,,,Residential,5,0,2,0.0,33.5834005,987.0,2.0,0.0,0,0,0,2018-03-01,,145.04300600000002,-38.243051
127749342,EUKHAX,1000000,3,Barossa Court,Mount Martha,3934,Vic,,,Residential,3,0,2,2.0,34.98270885,843.0,2.0,0.0,0,0,0,2018-03-01,,145.023697,-38.268831
127749890,XRWBUE,400000,28,Sanctum Circuit,Doreen,3754,Vic,,,Residential,3,0,2,2.0,16.14586563,224.0,2.0,0.0,0,0,0,2018-03-01,,145.116424,-37.605724
127750430,OQLHMN,485000,"Unit 2,",50 Green Island Ave,Mount Martha,3934,Vic,,,Residential,2,0,1,,11.08682773,162.0,,1.0,0,0,0,2018-03-01,,145.0137448,-38.2685161
127750630,KYNMXR,660000,32,Epsilon Way,Lynbrook,3975,Vic,,,Residential,4,0,2,,23.68060292,652.0,2.0,0.0,0,0,0,2018-03-01,,145.264059,-38.047109999999996
127753394,QXGMMS,747800,906,"Gunbower Crescent, Acacia",Botanic Ridge,3977,Vic,,,Residential,4,0,2,,35.7,552.0,2.0,,0,0,0,2018-03-02,,145.25554028,-38.14376834
127753694,ZHFJXV,1700000,745,Esplanade ,Mornington,3931,Vic,,,Residential,3,0,3,0.0,43.16328077,349.0,2.0,0.0,0,0,0,2018-03-02,,145.03278799999998,-38.223141
127755002,QXGMMS,735380,1228,"Altitude Drive, Acacia",Botanic Ridge,3977,Vic,,,Residential,4,0,2,,31.0,720.0,2.0,,0,0,0,2018-03-02,,145.284975,-38.141765
127759038,XRWBUE,800000,55,Settlement Road,Bundoora,3083,Vic,,,Residential,9,0,2,2.0,4.52084238,584.0,3.0,0.0,0,0,0,2018-03-02,,145.053007,-37.697471
127760486,MGZNSH,410000,9B,Malleehen Street,Werribee,3030,Vic,,,Residential,3,0,1,,14.96183548,254.0,1.0,,0,0,0,2018-03-02,,144.678783,-37.887707
127760766,OQLHMN,638000,25,Glengate Street,Hamlyn Heights,3215,Vic,,,Residential,4,0,2,,22.81949008,784.0,,2.0,0,0,0,2018-03-02,,144.326108,-38.115783
127764782,XRWMEL,400000,902/673,La Trobe Street,Docklands,3008,Vic,,,Residential,2,0,1,0.0,6.88890267,64.0,1.0,0.0,0,0,0,2018-03-03,,144.947527,-37.814861
127765322,JRZDZE,1200000,2,Rosalind Crescent,Blackburn,3130,Vic,Whitehorse,,Residential,3,0,2,2.0,14.20836175,604.0,,2.0,0,0,0,2018-03-04,,145.160426,-37.829509
127766210,IAIWWD,430000,Lot 2269,McCracken Avenue,Mickleham,3064,Vic,Hume,,Residential,3,0,2,2.0,15.92,238.0,1.0,,0,0,0,2018-03-04,,144.90073,-37.529271
127767534,XMZDNM,590000,25,Crystalbrook Court,Narre Warren South,3805,Vic,,,Residential,3,0,2,0.0,15.93058742,535.0,1.0,0.0,0,0,0,2018-03-05,,145.311997,-38.052556
127767858,PBHRGM,3250000,5,Park Road,Mount Martha,3934,Vic,,,Residential,5,0,4,,385.0,1445.0,2.0,,0,0,0,2018-03-05,,144.994372,-38.285439000000004
127767938,ZLTRYK,427000,2/10,Plymouth Street,Hastings,3915,Vic,,,Residential,3,0,2,2.0,1.72222567,300.0,2.0,0.0,0,0,0,2018-03-05,,145.18471599999998,-38.30849
127768722,XJKWER,480000,1,Pitta Close,Werribee,3030,Vic,,,Residential,3,0,1,1.0,16.0,590.0,2.0,0.0,0,0,0,2018-03-05,,144.667335,-37.882565
127770234,EIHBNG,700000,36/418,St Kilda Road,Melbourne,3004,Vic,,,Residential,2,0,1,,10.54863221,105.0,1.0,,0,0,0,2018-03-05,,144.974577,-37.835865999999996
127770410,LUFDOC,350000,1002/421,Docklands Drive,Docklands,3008,Vic,,,Residential,1,0,1,0.0,4.84375969,51.0,0.0,0.0,0,0,0,2018-03-05,,144.939582,-37.814512
127770638,KDLXSU,550000,3,Constantine Way,Hastings,3915,Vic,Mornington Peninsula,,Residential,3,0,2,2.0,21.0,392.0,2.0,,0,0,0,2018-03-05,,145.17981799999998,-38.29951
127771582,DDBEUB,460000,33,Federal Drive,Wyndham Vale,3024,Vic,,,Residential,3,0,2,,22.0,353.0,2.0,0.0,0,0,0,2018-03-05,,144.63161000000002,-37.879857
127771670,AFBJYG,665700,41 ,Satsuma Avenu,Berwick,3806,Vic,,,Residential,4,0,2,2.0,22.0,448.0,2.0,,0,0,0,2018-03-05,,145.346115,-38.030918
127771782,AFBJYG,584725,63/125,Regent street,Mernda,3754,Vic,,,Residential,4,0,2,2.0,25.0,439.0,2.0,,0,0,0,2018-03-05,,145.068034,-37.605107000000004
127771902,AFBJYG,746980,61/126,Regent street,Mernda,3754,Vic,,,Residential,4,0,2,3.0,46.19,439.0,2.0,,0,0,0,2018-03-05,,145.06843,-37.604702
127772066,RQUJEA,730000,1,Hutt Lane,Taylors Hill,3037,Vic,,,Residential,4,0,2,,3.44445133,632.0,2.0,,0,0,0,2018-03-05,,144.75501,-37.718784
127774374,SMHFPG,500000,3 ,Waralong Court,Langwarrin,3910,Vic,,,Residential,3,0,1,0.0,1.18403015,584.0,2.0,0.0,0,0,0,2018-03-05,,145.189735,-38.166552
127774846,FHTTYW,500000,2,Yin Mews,Truganina,3029,Vic,,,Residential,4,0,2,3.0,3.44445133,360.0,2.0,0.0,0,0,0,2018-03-05,,144.70637299999999,-37.835212
127775026,MGZNSH,600000,6 ,Moubray Court,Werribee,3030,Vic,,,Residential,4,0,2,,2.4756994,708.0,2.0,,0,0,0,2018-03-05,,144.670848,-37.90804
127776722,DWNPCX,690000,19A,Lorienne Street,Heathmont,3135,Vic,,,Residential,3,0,1,,11.30210594,235.0,1.0,0.0,0,0,0,2018-03-06,,145.231073,-37.828088
127776982,EFGWOA,900000,1/12,Kameel Drive ,Yarra Glen,3775,Vic,,,Residential,5,0,2,2.0,39.93410765,1001.0,2.0,,0,0,0,2018-03-06,,145.380253,-37.65034
127777110,XHAIII,670000,2003/68,La Trobe Street,Melbourne,3000,Vic,,,Residential,2,0,2,,7.96529371,133.0,1.0,,0,0,0,2018-03-06,,144.966709,-37.80838
127777678,QDISPM,480000,12,Whitetop Drive,Point Cook,3030,Vic,,,Residential,3,0,2,0.0,10.93613298,224.0,2.0,0.0,0,0,0,2018-03-06,,144.726258,-37.909655
127778122,XBPBES,780000,24,Marsh Grove,Berwick,3806,Vic,,,Residential,4,0,2,3.0,3.15382575,640.0,2.0,0.0,0,0,0,2018-03-06,,145.334527,-38.063362
127779070,OQLHMN,590000,48,Eppalock Drive,Manor Lakes,3024,Vic,,,Residential,4,0,2,,22.60421188,566.0,,2.0,0,0,0,2018-03-06,,144.610025,-37.879952
127780390,XTJMTE,1650000,72,OLD MORNINGTON RD,Mount Eliza,3930,Vic,,,Residential,4,0,2,,3.9288273,1569.0,3.0,2.0,0,0,0,2018-03-06,,145.094539,-38.174102000000005
127780698,DBHRMN,650000,Lot 708,Shoreditch Street,Wollert,3750,Vic,,,Residential,5,0,2,,29.0,498.0,2.0,,0,0,0,2018-03-06,,145.0333493,-37.5867443
127784850,LCPSOM,970000,34,Burke Street,Hastings,3915,Vic,,,Residential,4,0,2,3.0,34.0,2987.0,2.0,2.0,0,0,0,2018-03-07,,145.187615,-38.29198
127785246,DBHRMN,550000,Lot 3799,Illawara Drive,Mickleham,3064,Vic,,,Residential,4,0,2,,23.0,444.0,2.0,,0,0,0,2018-03-06,,144.8762457,-37.564306099999996
127785918,DBHRMN,450000,lot 833,Fantasia Boulevard,Wollert,3750,Vic,,,Residential,3,0,2,,19.0,302.0,2.0,,0,0,0,2018-03-06,,145.0333493,-37.5867443
127785926,OQLHMN,630000,5,Deakin Grove,Burnside Heights,3023,Vic,,,Residential,5,0,2,,28.20144529,594.0,,2.0,0,0,0,2018-03-06,,144.759677,-37.72752
127786022,EUKHAX,1000000,9-11,Station Street,Mount Eliza,3930,Vic,,,Residential,3,0,2,0.0,30.56950558,1467.0,2.0,0.0,0,0,0,2018-03-06,,145.099796,-38.209811
127786110,CIXPIU,600000,32,Lockheed Parade,Point Cook,3030,Vic,Wyndham City Council,,Residential,4,0,2,2.0,20.0,410.0,2.0,,0,0,0,2018-03-06,,144.719576,-37.900531
127786474,FYSQXK,479000,507,Edenvale Boulevard,Wollert,3750,Vic,,,Residential,3,0,2,3.0,19.19635784,186.0,2.0,,0,0,0,2018-03-06,,145.013195,-37.618705
127786862,DBHRMN,440000,Lot 1202,Aranda Crescent,Bacchus Marsh,3340,Vic,,,Residential,4,0,2,,26.0,416.0,2.0,,0,0,0,2018-03-06,,144.43883190000003,-37.675985
127786906,EUKHAX,850000,17,Mulsanne Way,Mornington,3931,Vic,,,Residential,5,0,2,3.0,34.01395692,517.0,2.0,0.0,0,0,0,2018-03-06,,145.041376,-38.240487
127787010,EUKHAX,1250000,18,Banool Crescent,Mount Eliza,3930,Vic,,,Residential,5,0,3,0.0,44.67022823,1510.0,2.0,0.0,0,0,0,2018-03-06,,145.098132,-38.208711
127787790,BWAATM,570000,3007/618,Lonsdale Street,Melbourne,3000,Vic,,,Residential,2,0,2,,6.88890267,68.0,1.0,,0,0,0,2018-03-06,,144.953867,-37.813971
127789026,DBHRMN,600000,Lot 1315,Cockatoo Road,Greenvale,3059,Vic,,,Residential,4,0,2,,25.0,412.0,2.0,,0,0,0,2018-03-06,,144.881622,-37.639938
127789134,BWAATM,560000,517/838,Bourke Street,Docklands,3008,Vic,,,Residential,2,0,2,,7.6423764,76.0,1.0,,0,0,0,2018-03-06,,144.94305400000002,-37.819678
127789714,PEUCIK,800000,5,Bangalay Place,Point Cook,3030,Vic,,,Residential,4,0,2,,30.0,608.0,2.0,0.0,0,0,0,2018-03-06,,144.746297,-37.902736
127789722,CIIHAL,590000,48,Abundance Circuit,Clyde,3978,Vic,,,Residential,4,0,2,0.0,19.59031696,263.0,2.0,0.0,0,0,0,2018-03-06,,145.334777,-38.120688
